"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","OWN"
"349","Collin Johnson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"350","Anthony Johnson (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"351","Shaq Roland (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"352","John Hurst (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"353","Juwan Green (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"354","Austin Watkins Jr. (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"355","Jaelon Darden (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"356","D'Wayne Eskridge (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.2%"
"357","Chris Blair (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"358","Dax Milne (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"359","Cade Johnson (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"360","Cornell Powell (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"361","Frank Darby (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"362","Warren Jackson (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"363","Josh Palmer (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.8%"
"364","Ben Skowronek (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"365","Damon Hazelton (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"366","Antonio Nunn (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"367","Jacob Harris (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"368","Terrace Marshall Jr. (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.4%"
"369","Darece Roberson Jr. (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"370","Mathew Sexton (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"371","Micah Simon (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"372","Simi Fehoko (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"373","Kai Locksley (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"374","Racey McMath (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"375","Austin Trammell (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"376","Jalen Camp (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"377","T.J. Simmons (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"378","Travis Toivonen (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"379","C.J. Saunders (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"380","Khalil McClain (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"381","Donte Sylencieux (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"382","Branden Mack (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"383","DeVontres Dukes (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"384","Tim Jones (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"385","Dillon Stoner (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"386","DJ Turner (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"387","Riley Lees (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"388","Connor Wedington (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"389","Tre Nixon (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"390","Jhamon Ausbon (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"391","Mike Strachan (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"392","Landen Akers (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"393","Blake Proehl (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"394","Myron Mitchell (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"395","Jeremiah Haydel (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"396","Brandon Smith (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"397","Rico Bussey (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"398","Bailey Gaither (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"399","Isaiah McKoy (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"400","Javon McKinley (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"401","Osirus Mitchell (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"402","Kawaan Baker (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"403","Jalen McCleskey (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"404","Whop Philyor (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"405","Dan Chisena (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"406","Andre Baccellia (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"407","Maurice Ffrench (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"408","Jeff Cotton (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"409","Dalton Schoen (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"410","J.J. Koski (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"411","Siaosi Mariner (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"412","Dyami Brown (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5%"
"413","Josh Hammond (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"414","DeMichael Harris (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"415","Matt Cole (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"416","JoJo Ward (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"417","Chris Rowland (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"418","Dez Fitzpatrick (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"419","Elijah Moore (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22.1%"
"420","Brennan Eagles (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"421","Marquez Stevenson (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"422","Amari Rodgers (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.3%"
"423","Nico Collins (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.5%"
"424","Josh Imatorbhebhe (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"425","Shi Smith (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"426","Tutu Atwell (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9%"
"427","Anthony Schwartz (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"428","Dazz Newsome (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"429","Sage Surratt (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"430","Kadarius Toney (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14.7%"
"431","Seth Williams (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"432","T.J. Vasher (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"433","Ihmir Smith-Marsette (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"434","Trent Taylor (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"435","Brian Quick (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"436","Patrick Edwards (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"437","Kamar Aiken (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"438","Eron Riley (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"439","Michael Calvin (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"440","Andre Holmes (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"441","Jeremy Ross (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"442","Torrey Smith (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"443","A.J. Green (ARI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","24.5%"
"444","Andy Fantuz (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"445","Taj Smith (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"446","Doug Baldwin (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"447","Demario Ballard (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"448","Jeremy Kerley (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"449","Scotty McKnight (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"450","Martavis Bryant (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"451","Kelvin Benjamin (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"452","Rod Streater (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"453","Deonte Thompson (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"454","Terrance Williams (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"455","Justin Hunter (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"456","Markus Wheaton (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"457","James Jones (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"458","Lance Long (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"459","Kenny McKinley (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"460","Juaquin Iglesias (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"461","Jordy Nelson (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"462","John Standeford (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"463","Brandon Tate (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"464","Brandon Marshall (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"465","Brandon London (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"466","Bobby Wade (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"467","Darrius Heyward-Bey (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"468","Chris Henry (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"469","Joe Webb III (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"470","Brandon LaFell (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"471","Tyler Grisham (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"472","Todd Watkins (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"473","Jeremy Williams (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"474","Onrea Jones (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"475","Patrick Williams (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"476","Dominique Edison (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"477","Maurice Purify (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"478","Mike Wallace (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"479","Mike Furrey (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"480","Nate Hughes (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"481","Matthew Slater (NE)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"482","Marko Mitchell (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"483","Sam Giguere (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"484","Rod Harper (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"485","Pierre Garcon (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"486","Keenan Reynolds (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"487","Mose Frazier (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"488","Reece Horn (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"489","Alonzo Russell (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"490","Charone Peake (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"491","Max McCaffrey (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"492","Tony Jones (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0",""
"493","Josh Doctson (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"494","Leonte Carroo (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"495","Corey Coleman (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"496","Chad Williams (KC)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"497","Jamal Agnew (JAC)","1","2","-2","-2.0","0","0","0","1","9","0","1","13","0.0","0.0","0.1%"
"498","Tanner Gentry (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"499","Gehrig Dieter (KC)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"500","Bug Howard (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"501","Josh Malone (NYJ)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"502","Taquan Mizzell (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"503","Keon Hatcher (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"504","Marcus Kemp (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"505","Isaac Whitney (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"506","Riley McCarron (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"507","Justin Hardee (NYJ)","0","1","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.2%"
"508","JoJo Natson (CLE)","0","0","0","0","0","0","0","0","0","0","0","12","0.0","0.0","0.0%"
"509","Rodney Adams (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"510","Tommylee Lewis (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"511","Jake Lampman (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"512","Marken Michel (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"513","Andy Jones (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"514","Jaydon Mickens (TB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"515","Chad Hansen (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"516","Jehu Chesson (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"517","Shelton Gibson (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"518","Noah Brown (DAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"519","Amara Darboh (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"520","Taywan Taylor (HOU)","0","1","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"521","Freddie Martino (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"522","Kaelin Clay (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"523","Bradley Marquez (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"524","Eli Rogers (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"525","Kevin White (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"526","Rashad Greene (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"527","Darrius Shepherd (KC)","1","2","1","1.0","1","0","0","0","0","0","1","6","-1.4","-0.2","0.0%"
"528","Michael Walker (PHI)","2","3","15","7.5","9","0","0","0","0","0","2","7","-1.5","-0.2","0.0%"
"529","Quincy Enunwa (FA)","1","3","-4","-4.0","8","0","0","0","0","0","1","1","-1.9","-1.9","0.0%"
"530","Greg Dortch (ARI)","0","0","0","0","0","0","0","0","0","0","1","2","-2.0","-1.0","0.0%"
"531","Ray-Ray McCloud (PIT)","0","0","0","0","0","0","0","0","0","0","1","6","-2.0","-0.3","0.2%"
""
""
