"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","OWN"
"126","Tavon Austin (FA)","8","13","140","17.5","64","2","2","6","55","0","0","7","35.5","5.1","0.0%"
"127","Travis Benjamin (SF)","12","24","186","15.5","46","4","1","7","41","0","0","12","34.7","2.9","0.0%"
"128","Bennie Fowler III (SF)","16","27","199","12.4","26","3","1","0","0","0","0","10","33.9","3.4","0.0%"
"129","Chad Williams (KC)","17","46","171","10.1","22","1","1","1","9","0","0","10","32.5","3.3","0.0%"
"130","Justin Hardy (CHI)","14","22","133","9.5","19","0","2","0","0","0","0","16","32.3","2.0","0.0%"
"131","Brandon LaFell (FA)","12","16","135","11.3","24","1","2","0","0","0","0","6","31.5","5.3","0.0%"
"132","DeAndre Carter (WAS)","22","25","216","9.8","50","2","0","1","7","0","1","14","31.3","2.2","0.0%"
"133","Cody Core (FA)","13","28","160","12.3","30","2","1","0","0","0","0","14","30.5","2.2","0.0%"
"134","Cody Latimer (FA)","11","16","190","17.3","39","4","1","0","0","0","0","6","30.5","5.1","0.0%"
"135","Marcell Ateman (LV)","15","31","154","10.3","32","2","1","0","0","0","0","7","28.9","4.1","0.0%"
"136","Alex Erickson (HOU)","20","29","167","8.4","28","1","0","3","22","0","1","16","26.9","1.7","0.0%"
"137","Josh Bellamy (FA)","14","25","117","8.4","20","1","1","0","0","0","0","16","26.7","1.7","0.0%"
"138","Austin Carr (FA)","9","14","97","10.8","25","1","2","0","0","0","0","14","26.2","1.9","0.0%"
"139","Marvin Hall (NE)","10","19","149","14.9","47","2","1","2","0","0","0","16","25.9","1.6","0.0%"
"140","Brandon Marshall (FA)","11","23","136","12.4","27","2","1","0","0","0","0","7","25.1","3.6","0.1%"
"141","Deonte Thompson (FA)","17","30","161","9.5","15","0","0","0","0","0","0","13","24.6","1.9","0.0%"
"142","Michael Floyd (FA)","10","24","100","10.0","20","1","1","0","0","0","0","13","23.0","1.8","0.0%"
"143","Andre Holmes (FA)","13","24","162","12.5","24","5","0","0","0","0","0","15","22.7","1.5","0.0%"
"144","D.J. Chark Jr. (JAC)","14","32","174","12.4","38","2","0","0","0","0","1","11","22.4","2.0","87.3%"
"145","Richie James Jr. (SF)","9","14","130","14.4","53","2","1","0","0","0","1","13","21.5","1.7","0.3%"
"146","Damion Ratley (DET)","13","20","144","11.1","27","3","0","0","0","0","0","13","20.9","1.6","0.0%"
"147","Jake Kumerow (BUF)","8","11","103","12.9","49","1","1","0","0","0","0","5","20.3","4.1","0.0%"
"148","Cameron Meredith (FA)","9","10","114","12.7","46","2","1","0","0","0","1","6","19.9","3.3","0.0%"
"149","Andy Jones (SF)","11","24","80","7.3","15","0","1","0","0","0","0","8","19.5","2.4","0.0%"
"150","Deontay Burnett (FA)","10","15","143","14.3","29","3","0","0","0","0","0","5","19.3","3.9","0.0%"
"151","Marcus Johnson (TEN)","6","8","102","17.0","34","1","1","1","-2","0","0","5","19.0","3.8","0.0%"
"152","Andre Roberts (HOU)","10","18","79","7.9","20","1","1","2","20","0","1","16","18.9","1.2","0.0%"
"153","Brandon Powell (BUF)","11","17","129","11.7","41","1","0","1","4","0","0","6","18.8","3.1","0.0%"
"154","Trey Quinn (LV)","9","10","75","8.3","15","0","1","1","0","0","0","3","18.0","6.0","0.0%"
"155","Leonte Carroo (FA)","2","4","94","47.0","74","2","1","1","14","0","0","9","17.8","2.0","0.0%"
"156","Vyncint Smith (NYJ)","5","10","91","18.2","35","2","1","0","0","0","0","7","17.6","2.5","0.0%"
"157","Darius Jennings (FA)","11","15","101","9.2","36","1","0","1","2","0","0","16","16.6","1.0","0.0%"
"158","Eli Rogers (FA)","12","14","79","6.6","17","0","0","1","-4","0","0","3","15.5","5.2","0.0%"
"159","Brice Butler (FA)","6","10","60","10.0","23","1","1","0","0","0","0","8","15.0","1.9","0.0%"
"160","Tommylee Lewis (NO)","3","3","60","20.0","28","2","1","2","10","0","1","7","12.5","1.8","0.0%"
"161","Cameron Batson (TEN)","8","11","82","10.3","26","1","0","1","1","0","0","11","12.3","1.1","0.2%"
"162","Kevin White (SF)","4","8","92","23.0","54","2","0","0","0","0","0","9","11.2","1.2","0.0%"
"163","De'Anthony Thomas (FA)","3","5","29","9.7","15","0","1","1","6","0","0","5","11.0","2.2","0.0%"
"164","Corey Coleman (NYG)","5","8","71","14.2","30","1","0","1","5","0","0","8","10.1","1.3","0.0%"
"165","J.J. Nelson (IND)","7","19","64","9.1","17","0","0","4","0","0","0","14","9.9","0.7","0.0%"
"166","Russell Gage (ATL)","6","10","63","10.5","22","1","0","0","0","0","0","15","9.3","0.6","25.6%"
"167","Kamar Aiken (FA)","6","7","53","8.8","18","0","0","0","0","0","0","5","8.3","1.7","0.0%"
"168","Dwayne Harris (FA)","6","6","40","6.7","13","0","0","2","12","0","0","15","8.2","0.5","0.0%"
"169","Noah Brown (DAL)","5","8","54","10.8","22","1","0","0","0","0","0","8","7.9","1.0","0.1%"
"170","Derrick Willies (CLE)","3","5","61","20.3","39","1","0","0","0","0","0","5","7.6","1.5","0.0%"
"171","Bobo Wilson (FA)","4","5","52","13.0","25","1","0","0","0","0","0","5","7.2","1.4","0.1%"
"172","Rashad Greene (FA)","6","8","60","10.0","12","0","0","0","0","0","1","8","7.0","0.9","0.0%"
"173","Jawill Davis (FA)","4","8","40","10.0","22","1","0","0","0","0","0","7","6.0","0.9","0.0%"
"174","Chad Beebe (MIN)","4","4","39","9.8","18","0","0","0","0","0","0","3","5.9","2.0","0.2%"
"175","Auden Tate (CIN)","4","12","35","8.8","15","0","0","0","0","0","0","7","5.5","0.8","0.3%"
"176","Shelton Gibson (CAR)","1","3","48","48.0","48","1","0","0","0","0","0","15","5.3","0.4","0.0%"
"177","Javon Wims (CHI)","4","5","32","8.0","16","0","0","0","0","0","0","4","5.2","1.3","0.1%"
"178","Jalen Tolliver (FA)","3","6","37","12.3","15","0","0","0","0","0","0","3","5.2","1.7","0.0%"
"179","Rishard Matthews (FA)","5","9","24","4.8","7","0","0","0","0","0","0","8","4.9","0.6","0.0%"
"180","Ray-Ray McCloud (PIT)","5","6","36","7.2","16","0","0","2","4","0","1","10","4.5","0.5","0.2%"
"181","Justin Hunter (FA)","3","13","21","7.0","12","0","0","0","0","0","0","5","3.6","0.7","0.0%"
"182","Charone Peake (FA)","2","3","25","12.5","14","0","0","0","0","0","0","13","3.5","0.3","0.0%"
"183","Brian Quick (FA)","3","3","18","6.0","6","0","0","0","0","0","0","6","3.3","0.6","0.0%"
"184","Malik Turner (DAL)","2","3","20","10.0","19","0","0","0","0","0","0","6","3.0","0.5","0.0%"
"185","River Cracraft (SF)","1","2","44","44.0","44","1","0","0","0","0","1","8","2.9","0.4","0.0%"
"186","Terrance Williams (FA)","2","3","18","9.0","12","0","0","0","0","0","0","3","2.8","0.9","0.0%"
"187","Brandon Zylstra (CAR)","1","2","23","23.0","23","1","0","0","0","0","0","16","2.8","0.2","0.0%"
"188","Gehrig Dieter (KC)","1","3","22","22.0","22","1","0","0","0","0","0","4","2.7","0.7","0.0%"
"189","Nick Williams (FA)","2","5","17","8.5","11","0","0","0","0","0","0","4","2.7","0.7","0.0%"
"190","KhaDarel Hodge (CLE)","2","3","17","8.5","14","0","0","0","0","0","0","14","2.7","0.2","0.1%"
"191","Tim White (FA)","1","1","14","14.0","14","0","0","0","0","0","0","3","1.9","0.6","0.0%"
"192","Sammie Coates (FA)","1","2","12","12.0","12","0","0","0","0","0","0","12","1.7","0.1","0.0%"
"193","Jeremy Kerley (FA)","2","4","7","3.5","4","0","0","0","0","0","0","1","1.7","1.7","0.0%"
"194","Josh Malone (NYJ)","1","5","12","12.0","12","0","0","0","0","0","0","9","1.7","0.2","0.0%"
"195","Justin Hardee (NYJ)","1","1","10","10.0","10","0","0","0","0","0","0","16","1.5","0.1","0.2%"
"196","Victor Bolden Jr. (DET)","1","4","10","10.0","10","0","0","0","0","0","0","6","1.5","0.3","0.0%"
"197","Cam Phillips (FA)","1","1","9","9.0","9","0","0","0","0","0","0","2","1.4","0.7","0.0%"
"198","Damiere Byrd (CHI)","1","2","8","8.0","8","0","0","0","0","0","0","8","1.3","0.2","0.2%"
"199","Keon Hatcher (FA)","1","2","8","8.0","8","0","0","0","0","0","0","3","1.3","0.4","0.0%"
"200","Darvin Kidsy (SEA)","1","2","8","8.0","8","0","0","0","0","0","0","2","1.3","0.7","0.0%"
"201","Marcus Kemp (KC)","1","2","7","7.0","7","0","0","0","0","0","0","16","1.2","0.1","0.0%"
"202","Allen Lazard (GB)","1","1","7","7.0","7","0","0","0","0","0","0","1","1.2","1.2","12.6%"
"203","Justin Watson (TB)","1","3","5","5.0","5","0","0","0","0","0","0","12","1.0","0.1","0.1%"
"204","Jehu Chesson (FA)","1","2","7","7.0","7","0","0","1","-4","0","0","12","0.8","0.1","0.0%"
"205","Darrius Heyward-Bey (FA)","1","2","9","9.0","9","0","0","1","-7","0","0","14","0.7","0.1","0.0%"
"206","J'Mon Moore (ATL)","2","3","15","7.5","10","0","0","0","0","0","1","12","0.5","0.0","0.0%"
"207","D.J. Montgomery (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"208","Ja'Marcus Bradley (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"209","Austin Mack (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"210","Darrius Shepherd (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"211","Kristian Wilkerson (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"212","Trishton Jackson (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"213","Tyler Simmons (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"214","Damion Willis (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"215","Tom Kennedy (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"216","Kendall Hinton (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"217","Ventell Bryant (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"218","Thomas Ives (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"219","Tyrie Cleveland (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"220","Steven Sims Jr. (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"221","Olamide Zaccheaus (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"222","K.J. Osborn (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"223","Malik Henry (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"224","Deonte Harris (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3%"
"225","Aaron Parker (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"226","Quez Watkins (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"227","Malik Taylor (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"228","Kabion Ento (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"229","Jalen McCleskey (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"230","Joe Fortson (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"231","Juwan Green (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"232","Josh Pearson (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"233","Lawrence Cager (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"234","Derrick Dillon (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"235","Mason Kinsey (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"236","Manasseh Bailey (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"237","Freddie Swain (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"238","Rysen John (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"239","Jalen Guyton (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"240","Alex Bachman (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"241","Jason Moore (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"242","Travis Jonsen (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"243","Nsimba Webster (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"244","John Hurst (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"245","Kirk Merritt (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"246","Aaron Fuller (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"247","Donovan Peoples-Jones (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"248","Easop Winston Jr. (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"249","Michael Pittman Jr. (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45.1%"
"250","Devin Duvernay (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"251","KJ Hamler (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.1%"
