"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","OWN"
"252","Brandon Aiyuk (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90.6%"
"253","John Hightower (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"254","Justin Jefferson (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.7%"
"255","DeVonta Smith (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","85.3%"
"256","Laviska Shenault Jr. (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","84.1%"
"257","Jalen Reagor (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","56.5%"
"258","Tee Higgins (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90.0%"
"259","Henry Ruggs III (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","66.0%"
"260","CeeDee Lamb (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97.5%"
"261","Cody White (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"262","Van Jefferson (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.3%"
"263","Marquez Callaway (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"264","Joe Reed (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"265","Malcolm Perry (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"266","Nick Westbrook-Ikhine (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"267","Kalija Lipscomb (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"268","K.J. Hill Jr. (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"269","Gabriel Davis (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.4%"
"270","Quintez Cephus (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4%"
"271","Isaiah Hodgins (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"272","James Proche (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"273","Denzel Mims (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.5%"
"274","Antonio Gandy-Golden (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"275","Jerry Jeudy (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","85.8%"
"276","Isaiah Coulter (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"277","Omar Bayless (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"278","Dezmon Patmon (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"279","Binjimen Victor (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"280","Gunner Olszewski (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"281","Darnell Mooney (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45.1%"
"282","Isaiah Zuber (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"283","Scotty Washington (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"284","Stephen Sullivan (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"285","Jaylon Moore (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"286","Isaiah Wright (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"287","Ja'Marr Chase (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","92.1%"
"288","Tarik Black (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"289","Tyler Vaughns (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"290","Reggie Begelton (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"291","Jaylen Waddle (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","79.1%"
"292","Chris Finke (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"293","Rondale Moore (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.3%"
"294","Tylan Wallace (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"295","Quartney Davis (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"296","Juwan Johnson (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"297","Lynn Bowden Jr. (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"298","Amon-Ra St. Brown (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.6%"
"299","Jauan Jennings (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"300","Rashod Bateman (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19.4%"
"301","DeAndre Thompkins (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"302","Steven Mitchell Jr. (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"303","Steven Dunbar Jr. (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0",""
"304","Devin Gray (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"305","Christian Blake (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"306","Jordan Veasy (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"307","Byron Pringle (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"308","Rico Gafford (ARI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"309","Janarion Grant (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"310","Caleb Scott (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"311","Devin Ross (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"312","Cam Sims (WAS)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"313","De'Mornay Pierson-El (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"314","Saeed Blacknall (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0",""
"315","De'Quan Hampton (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"316","Fred Brown (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"317","Lance Lenoir Jr. (BUF)","0","0","0","0","0","0","0","0","0","0","0","7","0.0","0.0","0.0%"
"318","Greg Ward (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.5%"
"319","Da'Mari Scott (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"320","Chris Lacy (CHI)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"321","Jeff Badet (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"322","Dylan Cantrell (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"323","Austin Proehl (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"324","Daurice Fountain (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"325","Quadree Henderson (FA)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"326","Braxton Berrios (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"327","Jester Weah (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"328","Deon Cain (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"329","Cedrick Wilson (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"330","Jakobi Meyers (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11.9%"
"331","Bryan Edwards (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4%"
"332","Tyler Johnson (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"333","Chase Claypool (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","91.1%"
"334","Stanley Morgan Jr. (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"335","KeeSean Johnson (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"336","Diontae Johnson (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","94.6%"
"337","Preston Williams (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"338","Antoine Wesley (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"339","Lil'Jordan Humphrey (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"340","Ashton Dulin (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"341","Mecole Hardman (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","49.4%"
"342","Greg Dortch (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"343","David Sills V (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"344","Gary Jennings Jr. (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"345","Keelan Doss (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"346","Cody Thompson (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"347","Jon'Vea Johnson (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"348","Miles Boykin (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"349","Davion Davis (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"350","Stephen Carlson (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"351","Trinity Benson (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"352","Tyron Johnson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"353","Jeff Smith (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"354","Penny Hart (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"355","Michael Walker (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"356","Trenton Irwin (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"357","John Ursua (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"358","Scotty Miller (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"359","Bisi Johnson (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"360","Darius Slayton (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.1%"
"361","Quinton Bell (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"362","Juwann Winfree (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"363","Ishmael Hyman (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"364","Shaq Roland (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"365","Anthony Johnson (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"366","Deebo Samuel (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","86.1%"
"367","J.J. Arcega-Whiteside (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"368","Hakeem Butler (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"369","Kelvin Harmon (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"370","Marquise Brown (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","78.1%"
"371","N'Keal Harry (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"372","D.K. Metcalf (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.8%"
"373","A.J. Brown (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.6%"
"374","Collin Johnson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"375","Riley Ridley (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"376","Travis Fulgham (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"377","Terry McLaurin (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.2%"
"378","Johnnie Dixon (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"379","Parris Campbell (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23.2%"
"380","Andy Isabella (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"381","Terry Godwin (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"382","Alexander Hollins (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"383","Hunter Renfrow (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.6%"
"384","A.J. Richardson (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"385","Jalen Hurd (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4%"
"386","Chris Rowland (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"387","Tutu Atwell (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9%"
"388","Dax Milne (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"389","Austin Watkins Jr. (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"390","Jaelon Darden (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"391","D'Wayne Eskridge (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.2%"
"392","Chris Blair (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"393","Cornell Powell (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"394","Cade Johnson (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"395","Damon Hazelton (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"396","Frank Darby (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"397","Warren Jackson (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"398","Josh Palmer (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.8%"
"399","Ben Skowronek (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"400","Antonio Nunn (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"401","Jacob Harris (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"402","Terrace Marshall Jr. (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.4%"
"403","Darece Roberson Jr. (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"404","Mathew Sexton (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"405","Micah Simon (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"406","Simi Fehoko (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"407","Kai Locksley (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"408","Racey McMath (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"409","Austin Trammell (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"410","Jalen Camp (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"411","T.J. Simmons (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"412","Travis Toivonen (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"413","C.J. Saunders (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"414","Khalil McClain (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"415","Donte Sylencieux (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"416","Branden Mack (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"417","DeVontres Dukes (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"418","Tim Jones (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"419","Dillon Stoner (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"420","DJ Turner (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"421","Riley Lees (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"422","Connor Wedington (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"423","Tre Nixon (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"424","Jhamon Ausbon (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"425","Mike Strachan (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"426","Landen Akers (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"427","Blake Proehl (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"428","Myron Mitchell (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"429","Jeremiah Haydel (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"430","Brandon Smith (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"431","Rico Bussey (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"432","Bailey Gaither (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"433","Isaiah McKoy (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"434","Javon McKinley (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"435","Osirus Mitchell (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"436","Kawaan Baker (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"437","Jeff Cotton (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"438","Elijah Moore (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22.1%"
"439","Dyami Brown (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5%"
"440","Dez Fitzpatrick (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"441","Whop Philyor (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"442","Demetric Felton (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"443","Dan Chisena (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"444","Andre Baccellia (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"445","Maurice Ffrench (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"446","Dalton Schoen (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"447","T.J. Vasher (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"448","J.J. Koski (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"449","Siaosi Mariner (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"450","Josh Hammond (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"451","DeMichael Harris (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"452","Matt Cole (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"453","JoJo Ward (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"454","Ihmir Smith-Marsette (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"455","Seth Williams (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"456","Brennan Eagles (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"457","Kadarius Toney (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14.7%"
"458","Marquez Stevenson (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"459","Amari Rodgers (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.3%"
"460","Nico Collins (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.5%"
"461","Josh Imatorbhebhe (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"462","Shi Smith (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"463","Cyril Grayson Jr. (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"464","Anthony Schwartz (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"465","Dazz Newsome (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"466","Sage Surratt (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"467","Patrick Edwards (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"468","Michael Calvin (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"469","Eron Riley (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"470","Andy Fantuz (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"471","Taj Smith (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"472","Scotty McKnight (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"473","Demario Ballard (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"474","Markus Wheaton (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"475","Lance Long (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"476","Kenny McKinley (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"477","Juaquin Iglesias (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"478","John Standeford (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"479","Brandon Tate (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"480","Brandon London (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"481","Bobby Wade (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"482","Chris Henry (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"483","Joe Webb III (FA)","2","3","13","6.5","7","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"484","Tyler Grisham (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"485","Todd Watkins (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"486","Jeremy Williams (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"487","Onrea Jones (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"488","Patrick Williams (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"489","Dominique Edison (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"490","Mike Wallace (FA)","0","3","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"491","Mike Furrey (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"492","Maurice Purify (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"493","Matthew Slater (NE)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"494","Marko Mitchell (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"495","Nate Hughes (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"496","Sam Giguere (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"497","Rod Harper (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"498","Mike Thomas (CIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"499","Trevor Davis (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"500","Kalif Raymond (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"501","Jaydon Mickens (TB)","0","0","0","0","0","0","0","0","0","0","0","6","0.0","0.0","0.0%"
"502","Mose Frazier (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"503","Reece Horn (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"504","Pharoh Cooper (JAC)","0","1","0","0","0","0","0","0","0","0","0","7","0.0","0.0","0.0%"
"505","Johnny Holton (NYG)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"506","Keenan Reynolds (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"507","Alonzo Russell (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"508","Taquan Mizzell (NYG)","8","10","78","9.8","26","1","1","9","16","0","0","9","0.0","0.0","0.0%"
"509","C.J. Board (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"510","Andre Patton (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"511","Tanner Gentry (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"512","Deante Burton (DAL)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"513","Reggie Davis (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"514","Isaac Whitney (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"515","Jamal Agnew (JAC)","0","0","0","0","0","0","0","1","17","0","0","6","0.0","0.0","0.1%"
"516","Duke Williams (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"517","Tanner McEvoy (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"518","Jake Lampman (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"519","Marken Michel (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"520","Brendan Langley (FA)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"521","Bug Howard (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"522","Cody Hollister (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"523","Stacy Coley (FA)","0","1","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"524","Krishawn Hogan (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"525","Robert Davis (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"526","Rodney Adams (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"527","Mack Hollins (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"528","Malachi Dupre (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"529","Amara Darboh (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"530","Isaiah Ford (MIA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"531","Chad Hansen (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"532","Freddie Martino (FA)","0","1","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.1%"
