"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","OWN"
"20","Dallas Goedert (PHI)","46","65","524","11.4","41","0","3","0","0","0","0","11","93.4","8.5","90.0%"
"21","Austin Hooper (CLE)","46","70","435","9.5","36","0","4","0","0","0","0","13","90.5","7.0","32.8%"
"22","Irv Smith Jr. (MIN)","30","43","365","12.2","36","0","5","0","0","0","0","13","83.5","6.4","62.1%"
"23","Dan Arnold (CAR)","31","45","438","14.1","59","0","4","0","0","0","1","16","81.3","5.1","1.0%"
"24","Gerald Everett (SEA)","41","62","417","10.2","40","0","1","1","2","1","1","16","72.4","4.5","4.1%"
"25","Trey Burton (FA)","28","47","250","8.9","20","0","3","2","3","2","0","13","69.3","5.3","0.1%"
"26","Darren Fells (DET)","21","28","312","14.9","44","0","4","0","0","0","0","16","65.7","4.1","0.2%"
"27","Jordan Akins (HOU)","37","49","403","10.9","26","0","1","1","4","0","0","13","65.2","5.0","1.3%"
"28","Mo Alie-Cox (IND)","31","39","394","12.7","45","0","2","0","0","0","1","15","64.9","4.3","0.8%"
"29","Tyler Eifert (FA)","36","60","349","9.7","28","0","2","0","0","0","0","15","64.9","4.3","0.1%"
"30","Anthony Firkser (TEN)","39","53","387","9.9","45","0","1","0","0","0","0","16","64.2","4.0","4.1%"
"31","Jordan Reed (FA)","26","46","231","8.9","26","0","4","0","0","0","0","10","60.1","6.0","0.1%"
"32","Zach Ertz (PHI)","36","72","335","9.3","42","0","1","0","0","0","0","11","59.5","5.4","12.3%"
"33","Drew Sample (CIN)","40","53","349","8.7","23","0","1","0","0","0","1","16","58.9","3.7","0.3%"
"34","Richard Rodgers (PHI)","24","31","345","14.4","33","0","2","0","0","0","0","14","58.5","4.2","0.1%"
"35","Chris Herndon IV (NYJ)","31","46","287","9.3","26","0","3","0","0","0","2","16","58.2","3.6","1.7%"
"36","Dawson Knox (BUF)","24","44","288","12.0","36","0","3","0","0","0","2","12","54.8","4.6","2.3%"
"37","Cameron Brate (TB)","28","34","282","10.1","25","0","2","0","0","0","0","16","54.2","3.4","0.3%"
"38","Jacob Hollister (BUF)","25","40","209","8.4","20","0","3","0","0","0","0","16","53.4","3.3","0.2%"
"39","Jack Doyle (IND)","23","33","251","10.9","28","0","3","0","0","0","1","14","52.6","3.8","1.3%"
"40","Kyle Rudolph (NYG)","28","37","334","11.9","25","0","1","0","0","0","1","12","51.4","4.3","0.9%"
"41","Harrison Bryant (CLE)","24","38","238","9.9","35","0","3","0","0","0","2","15","49.8","3.3","0.6%"
"42","Will Dissly (SEA)","24","29","251","10.5","28","0","2","0","0","0","0","16","49.1","3.1","0.9%"
"43","Cole Kmet (CHI)","28","44","243","8.7","38","0","2","1","-3","0","1","16","48.0","3.0","14.7%"
"44","Durham Smythe (MIA)","26","29","208","8.0","19","0","2","0","0","0","0","15","45.8","3.1","0.1%"
"45","David Njoku (CLE)","19","29","213","11.2","28","0","2","0","0","0","0","13","42.8","3.3","1.0%"
"46","Greg Olsen (FA)","24","37","239","10.0","22","0","1","0","0","0","0","11","41.9","3.8","0.1%"
"47","James O'Shaughnessy (JAC)","28","38","262","9.4","26","0","0","0","0","0","0","15","40.2","2.7","0.2%"
"48","Ross Dwelley (SF)","19","24","245","12.9","36","0","1","0","0","0","0","16","40.0","2.5","0.1%"
"49","Adam Shaheen (MIA)","12","22","150","12.5","43","0","3","0","0","0","0","16","39.0","2.4","0.0%"
"50","Donald Parham Jr. (LAC)","10","20","159","15.9","26","0","3","0","0","0","0","13","38.9","3.0","0.5%"
"51","Tyler Kroft (NYJ)","12","16","119","9.9","38","0","3","0","0","0","0","10","35.9","3.6","0.1%"
"52","Pharaoh Brown (HOU)","14","16","163","11.6","29","0","2","0","0","0","0","13","35.3","2.7","0.0%"
"53","Tyler Conklin (MIN)","19","26","194","10.2","30","0","1","0","0","0","0","16","34.9","2.2","0.2%"
"54","Marcedes Lewis (GB)","10","17","107","10.7","36","0","3","0","0","0","0","15","33.7","2.2","0.1%"
"55","O.J. Howard (TB)","11","19","146","13.3","33","0","2","0","0","0","0","4","32.1","8.0","3.5%"
"56","Jesse James (CHI)","14","22","129","9.2","31","0","2","0","0","0","0","16","31.9","2.0","0.0%"
"57","Adam Trautman (NO)","15","16","171","11.4","41","0","1","0","0","0","0","15","30.6","2.0","14.8%"
"58","Ian Thomas (CAR)","20","31","145","7.3","21","0","1","0","0","0","0","16","30.5","1.9","0.2%"
"59","Nick Boyle (BAL)","14","17","113","8.1","21","0","2","0","0","0","0","9","30.3","3.4","0.2%"
"60","Foster Moreau (LV)","7","9","140","20.0","47","0","2","0","0","0","0","16","29.5","1.8","0.2%"
"61","Jason Witten (FA)","13","17","69","5.3","15","0","2","0","0","0","0","16","25.4","1.6","0.1%"
"62","Ryan Izzo (HOU)","13","20","199","15.3","50","0","0","0","0","0","1","12","24.4","2.0","0.0%"
"63","Albert Okwuegbunam (DEN)","11","15","121","11.0","27","0","1","0","0","0","0","4","23.6","5.9","0.4%"
"64","Jace Sternberger (GB)","12","15","114","9.5","27","0","1","0","0","0","0","12","23.4","2.0","0.1%"
"65","Nick Vannett (NO)","14","21","95","6.8","19","0","1","0","0","0","0","15","22.5","1.5","0.1%"
"66","Maxx Williams (ARI)","8","10","102","12.8","42","0","1","0","0","0","0","9","20.2","2.2","0.2%"
"67","Kaden Smith (NYG)","18","21","112","6.2","16","0","0","0","0","0","0","15","20.2","1.3","0.1%"
"68","MyCole Pruitt (SF)","5","8","49","9.8","22","0","2","0","0","0","0","11","19.4","1.8","0.0%"
"69","Darrell Daniels (ARI)","8","11","92","11.5","31","0","1","0","0","0","0","12","19.2","1.6","0.1%"
"70","Geoff Swaim (TEN)","9","12","83","9.2","16","0","1","0","0","0","0","10","18.8","1.9","0.1%"
"71","C.J. Uzomah (CIN)","8","11","87","10.9","23","0","1","0","0","0","0","2","18.7","9.4","0.9%"
"72","Troy Fumagalli (NE)","8","15","80","10.0","29","0","1","0","0","0","0","8","18.0","2.3","0.0%"
"73","Lee Smith (ATL)","4","6","35","8.8","27","0","2","0","0","0","0","10","17.5","1.8","0.0%"
"74","Vance McDonald (FA)","15","20","99","6.6","15","0","0","0","0","0","0","14","17.4","1.2","0.1%"
"75","Blake Bell (KC)","11","15","110","10.0","24","0","0","1","2","0","0","16","16.7","1.0","0.1%"
"76","Stephen Anderson (LAC)","8","11","106","13.3","23","0","0","0","0","0","0","16","14.6","0.9","0.0%"
"77","Josh Hill (FA)","8","10","46","5.8","16","0","1","0","0","0","0","14","14.6","1.0","0.0%"
"78","Ryan Griffin (NYJ)","9","12","86","9.6","23","0","0","0","0","0","0","15","13.1","0.9","0.1%"
"79","Virgil Green (FA)","3","6","50","16.7","26","0","1","0","0","0","0","6","12.5","2.1","0.0%"
"80","Devin Asiasi (NE)","2","7","39","19.5","26","0","1","0","0","0","0","8","10.9","1.4","0.1%"
"81","Luke Stocker (TEN)","7","11","63","9.0","25","0","0","0","0","0","0","16","9.8","0.6","0.0%"
"82","Dominique Dafney (GB)","2","2","26","13.0","13","0","1","0","0","0","0","5","9.6","1.9","0.0%"
"83","Chris Manhertz (JAC)","6","8","52","8.7","17","0","0","0","0","0","0","16","8.2","0.5","0.0%"
"84","Demetrius Harris (FA)","7","14","45","6.4","9","0","0","0","0","0","0","15","8.0","0.5","0.0%"
"85","Cethan Carter (MIA)","5","7","53","10.6","24","0","0","0","0","0","0","15","7.8","0.5","0.0%"
"86","Nick Keizer (KC)","6","10","63","10.5","22","0","0","0","0","0","1","16","7.3","0.5","0.0%"
"87","Johnny Mundt (LAR)","4","4","53","13.3","34","0","0","0","0","0","0","16","7.3","0.5","0.0%"
"88","Colin Thompson (CAR)","1","2","7","7.0","7","0","1","0","0","0","0","15","7.2","0.5","0.0%"
"89","Levine Toilolo (NYG)","5","6","46","9.2","14","0","0","0","0","0","0","16","7.1","0.4","0.0%"
"90","Deon Yelder (WAS)","7","11","36","5.1","12","0","0","0","0","0","0","14","7.1","0.5","0.0%"
"91","Jason Croom (PHI)","1","1","3","3.0","3","0","1","0","0","0","0","4","6.8","1.7","0.0%"
"92","Jordan Thomas (IND)","1","2","3","3.0","3","0","1","0","0","0","0","6","6.8","1.1","0.0%"
"93","Tanner Hudson (TB)","3","7","41","13.7","20","0","0","0","0","0","0","11","5.6","0.5","0.0%"
"94","Charlie Woerner (SF)","3","4","36","12.0","18","0","0","0","0","0","0","14","5.1","0.4","0.0%"
"95","Kahale Warring (HOU)","3","7","35","11.7","23","0","0","0","0","0","0","7","5.0","0.7","0.1%"
"96","Hunter Bryant (DET)","1","3","44","44.0","44","0","0","0","0","0","0","5","4.9","1.0","0.0%"
"97","Daniel Brown (NYJ)","2","2","31","15.5","18","0","0","0","0","0","0","16","4.1","0.3","0.0%"
"98","Jaeden Graham (ATL)","3","5","25","8.3","11","0","0","0","0","0","0","16","4.0","0.3","0.0%"
"99","Stephen Carlson (CLE)","1","2","11","11.0","11","0","0","0","0","0","0","16","3.6","0.2","0.0%"
"100","Ben Ellefson (JAC)","1","4","10","10.0","10","0","0","0","0","0","0","7","3.5","0.5","0.0%"
"101","Dalton Keene (NE)","3","5","16","5.3","8","0","0","0","0","0","0","6","3.1","0.5","0.0%"
"102","Eric Saubert (DEN)","3","4","16","5.3","9","0","0","0","0","0","0","8","3.1","0.4","0.0%"
"103","Colby Parkinson (SEA)","2","2","16","8.0","10","0","0","0","0","0","0","6","2.6","0.4","0.1%"
"104","Derek Carrier (LV)","1","1","14","14.0","14","0","0","0","0","0","0","16","1.9","0.1","0.0%"
"105","Luke Willson (SEA)","1","3","12","12.0","12","0","0","0","0","0","0","8","1.7","0.2","0.0%"
"106","Josiah Deguara (GB)","1","2","12","12.0","12","0","0","0","0","0","0","2","1.7","0.9","0.1%"
"107","Blake Jarwin (DAL)","1","1","12","12.0","12","0","0","0","0","0","0","1","1.7","1.7","5.2%"
"108","Jake Butt (CHI)","2","4","5","2.5","5","0","0","0","0","0","0","5","1.5","0.3","0.2%"
"109","Temarrick Hemingway (WAS)","1","2","10","10.0","10","0","0","0","0","0","0","8","1.5","0.2","0.1%"
"110","Brandon Dillon (MIN)","1","1","6","6.0","6","0","0","0","0","0","0","3","1.1","0.4","0.0%"
"111","Jeremy Sprinkle (DAL)","1","3","6","6.0","6","0","0","0","0","0","0","16","1.1","0.1","0.1%"
"112","Trevon Wesco (NYJ)","1","2","5","5.0","5","0","0","1","0","0","0","12","1.0","0.1","0.0%"
"113","Isaac Nauta (GB)","1","2","3","3.0","3","0","0","0","0","0","0","7","0.8","0.1","0.0%"
"114","Bruce Miller (FA)","1","2","2","2.0","2","0","0","0","0","0","0","8","0.7","0.1","0.0%"
"115","Marcus Baugh (PIT)","1","1","2","2.0","2","0","0","0","0","0","0","8","0.7","0.1","0.0%"
"116","Justin Johnson (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"117","Sean McKeon (DAL)","0","0","0","0","0","0","0","0","0","0","0","14","0.0","0.0","0.0%"
"118","Giovanni Ricci (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"119","Tommy Stevens (FA)","0","0","0","0","0","0","0","4","24","0","0","1","0.0","0.0","0.1%"
"120","Ryan Becker (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"121","Matt Sokol (LAC)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"122","Ian Bunting (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"123","Chase Harrell (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"124","Rashod Berry (NE)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.1%"
"125","Parker Hesse (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"126","Noah Gray (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4%"
"127","Tommy Hudson (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"128","Tyler Simmons (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"129","Reggie Gilliam (BUF)","2","2","16","8.0","15","0","1","0","0","0","0","14","0.0","0.0","0.0%"
"130","Thaddeus Moss (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"131","Kyle Markway (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"132","Rysen John (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"133","Stephen Sullivan (CAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"134","Dominick Wood-Anderson (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"135","Charlie Taumoepeau (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"136","Eli Wolf (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"137","Noah Togiai (IND)","0","1","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"138","Mitchell Wilcox (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"139","Cheyenne O'Grady (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"140","Chris Myarick (MIA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"141","Brycen Hopkins (LAR)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.2%"
"142","Cam Sutton (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"143","Tyler Mabry (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"144","Jared Pinkney (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"145","Luke Farrell (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"146","Jake Breeland (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"147","Tyler Davis (JAC)","0","2","0","0","0","0","0","0","0","0","0","8","0.0","0.0","0.0%"
"148","Nakia Griffin-Stewart (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"149","Andrew Vollert (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"150","De'Quan Hampton (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"151","David Wells (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"152","Ethan Wolf (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"153","Dylan Cantrell (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"154","Jordan Franks (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"155","Kevin Rader (PIT)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"156","Evan Baylis (KC)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"157","Sean Culkin (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"158","Tyrone Swoopes (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"159","Andrew Beck (DEN)","0","0","0","0","0","0","0","0","0","0","0","10","0.0","0.0","0.0%"
"160","Josh Oliver (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"161","Farrod Green (IND)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"162","Tyree Jackson (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"163","Alize Mack (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"164","Caleb Wilson (PHI)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"165","Dax Raymond (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"166","Jakob Johnson (NE)","8","9","35","4.4","12","0","1","0","0","0","0","16","0.0","0.0","0.0%"
"167","Zach Gentry (PIT)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"168","Kendall Blanton (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"169","Carson Meier (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"170","Hale Hentges (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"171","Austin Fort (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"172","John Lovett (FA)","0","0","0","0","0","0","0","3","6","0","0","8","0.0","0.0",""
"173","Nate Becker (BUF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"174","Jesper Horsted (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"175","Matt Flanagan (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"176","Codey McElroy (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"177","Daniel Helm (FA)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.1%"
"178","Hakeem Butler (PHI)","0","1","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.1%"
"179","Tommy Sweeney (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"180","Nick Bowers (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"181","Nick Eubanks (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"182","Connor Davis (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"183","Paul Quessenberry (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"184","Hunter Thedford (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"185","Hunter Long (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.5%"
"186","Tommy Tremble (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"187","Tre' McKitty (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"188","Kenny Yeboah (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"189","Quintin Morris (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"190","Pro Wells (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"191","Miller Forristall (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"192","John Bates (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"193","Tony Poljan (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"194","Kylen Granson (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"195","Cary Angeline (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"196","Matt Bushman (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"197","Carl Tucker (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"198","Sammis Reyes (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"199","Jacob Harris (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"200","Josh Pederson (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"201","Bruno Labelle (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"202","Scooter Harrington (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"203","Briley Moore-McKinney (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"204","Brock Wright (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"205","Artayvious Lynn (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"206","Dylan Soehner (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"207","Nick Ralston (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"208","Hunter Kampmoyer (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"209","Zach Davidson (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"210","John Raine (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"211","Shaun Beyer (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"212","Bernhard Seikovits (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"213","Nick Guggemos (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"214","Jibri Blount (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"215","Shane Zylstra (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"216","Jake Hausmann (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"217","Matt Seybert (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"218","Noah Grey (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"219","Kalif Jackson (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"220","Sal Cannella (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"221","Jack Stoll (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"222","Jake Bargas (MIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"223","Brevin Jordan (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.5%"
"224","Pat Freiermuth (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.2%"
"225","Kyle Pitts (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95.6%"
"226","Daniel Hardy (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"227","Tim Tebow (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.6%"
"228","Marquez Branson (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"229","John Nalbone (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"230","James Dearth (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"231","Dominique Curry (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"232","Drake Dunsmore (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"233","Deangelo Peterson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"234","Darnell Dinkins (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"235","Derek Fine (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"236","Clark Harris (CIN)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"237","Brad Cottam (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"238","Buck Ortega (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"239","J.P. Foschi (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"240","Joey Haynos (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"241","Jake Nordin (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"242","Justin Snow (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"243","Keith Zinger (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"244","James Winchester (KC)","0","0","0","0","0","0","0","0","0","0","0","15","0.0","0.0",""
"245","Ross Travis (ARI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"246","Beau Brinkley (FA)","0","0","0","0","0","0","0","0","0","0","0","7","0.0","0.0","0.2%"
"247","Tyler Ott (SEA)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0",""
"248","Patrick Scales (CHI)","0","0","0","0","0","0","0","0","0","0","0","15","0.0","0.0",""
"249","Andrew DePaola (MIN)","0","0","0","0","0","0","0","0","0","0","0","7","0.0","0.0",""
"250","Seth DeValve (FA)","0","1","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"251","Gabe Holmes (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"252","Matt LaCosse (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"253","Eric Tomlinson (BAL)","0","1","0","0","0","0","0","0","0","0","0","7","0.0","0.0","0.0%"
"254","Jerell Adams (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"255","Garrett Griffin (NO)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"256","Antony Auclair (HOU)","0","1","0","0","0","0","0","0","0","0","0","8","0.0","0.0","0.0%"
"257","Cole Hikutini (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"258","Mason Schreck (CIN)","0","1","0","0","0","0","0","0","0","0","0","14","0.0","0.0","0.0%"
"259","Bug Howard (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"260","Ricky Seals-Jones (WAS)","0","1","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"261","J.P. Holtz (CHI)","0","1","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"262","Alex Ellis (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"263","Khari Lee (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"264","Kelvin Benjamin (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"265","Jordan Matthews (SF)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
