"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","OWN"
"51","Darnell Mooney (CHI)","61","98","631","10.3","53","0","4","4","20","0","0","16","121.6","7.6","45.1%"
"52","Marquez Valdes-Scantling (GB)","33","63","690","20.9","78","0","6","4","13","0","1","16","120.8","7.6","2.9%"
"53","Julio Jones (TEN)","51","68","771","15.1","44","0","3","0","0","0","0","9","120.6","13.4","98.9%"
"54","Gabriel Davis (BUF)","35","62","599","17.1","56","0","7","1","0","0","0","16","119.4","7.5","6.4%"
"55","Darius Slayton (NYG)","50","96","751","15.0","41","0","3","2","-1","0","1","16","116.0","7.3","3.1%"
"56","Zach Pascal (IND)","44","71","629","14.3","42","0","5","0","0","0","0","16","114.9","7.2","0.5%"
"57","Jakobi Meyers (NE)","59","81","729","12.4","35","0","0","2","9","0","1","14","113.1","8.1","11.9%"
"58","Mecole Hardman (KC)","41","62","560","13.7","49","0","4","4","31","0","2","16","107.6","6.7","49.4%"
"59","Greg Ward (PHI)","53","79","419","7.9","32","0","6","2","-4","0","0","16","106.6","6.7","0.5%"
"60","Kendrick Bourne (NE)","49","74","667","13.6","49","0","2","0","0","0","0","15","105.2","7.0","1.2%"
"61","Hunter Renfrow (LV)","56","77","656","11.7","53","0","2","0","0","0","1","16","103.6","6.5","1.6%"
"62","Rashard Higgins (CLE)","37","52","599","16.2","43","0","4","0","0","0","0","13","102.4","7.9","1.2%"
"63","David Moore (CAR)","35","47","417","11.9","57","0","6","8","61","0","0","16","101.3","6.3","0.5%"
"64","Josh Reynolds (TEN)","52","81","618","11.9","40","0","2","1","5","0","1","16","98.3","6.1","1.4%"
"65","Travis Fulgham (PHI)","38","67","539","14.2","42","0","4","0","0","0","0","13","96.9","7.5","0.8%"
"66","Antonio Brown (TB)","45","62","483","10.7","46","0","4","2","-2","0","0","8","94.6","11.8","74.5%"
"67","Damiere Byrd (CHI)","47","77","604","12.9","42","0","1","2","15","0","0","16","91.4","5.7","0.2%"
"68","A.J. Green (ARI)","47","104","523","11.1","33","0","2","0","0","0","0","16","87.8","5.5","24.5%"
"69","Tre'Quan Smith (NO)","34","50","448","13.2","31","0","4","1","3","0","0","14","86.1","6.2","10.0%"
"70","Scotty Miller (TB)","33","53","501","15.2","48","0","3","3","14","0","0","16","86.0","5.4","0.9%"
"71","Demarcus Robinson (KC)","45","59","466","10.4","28","0","3","0","0","0","1","15","85.1","5.7","1.7%"
"72","Isaiah McKenzie (BUF)","30","34","282","9.4","46","0","5","10","9","0","0","16","84.6","5.3","0.3%"
"73","James Washington (PIT)","30","56","392","13.1","50","0","5","0","0","0","0","16","84.2","5.3","1.1%"
"74","Anthony Miller (HOU)","49","76","485","9.9","34","0","2","2","12","0","1","16","84.2","5.3","1.1%"
"75","Breshad Perriman (DET)","30","60","505","16.8","53","0","3","1","6","0","0","12","84.1","7.0","8.6%"
"76","Danny Amendola (FA)","46","69","602","13.1","50","0","0","1","2","0","0","14","83.4","6.0","0.1%"
"77","Jalen Guyton (LAC)","28","55","511","18.3","72","0","3","2","0","0","0","16","83.1","5.2","0.6%"
"78","Allen Lazard (GB)","33","46","451","13.7","72","0","3","2","17","0","0","10","81.3","8.1","12.6%"
"79","Randall Cobb (GB)","38","48","441","11.6","34","0","3","0","0","0","0","10","81.1","8.1","11.6%"
"80","John Brown (LV)","33","52","458","13.9","46","0","3","0","0","0","0","9","80.3","8.9","13.8%"
"81","Michael Pittman Jr. (IND)","40","61","503","12.6","45","0","1","3","26","0","0","13","78.9","6.1","45.1%"
"82","Braxton Berrios (NYJ)","37","55","394","10.6","43","0","3","3","29","0","0","16","78.8","4.9","0.1%"
"83","Willie Snead IV (LV)","33","48","432","13.1","34","0","3","0","0","0","0","13","77.7","6.0","0.3%"
"84","Chris Conley (HOU)","40","63","471","11.8","51","0","2","0","0","0","1","15","77.1","5.1","1.1%"
"85","Odell Beckham Jr. (CLE)","23","43","319","13.9","43","0","3","3","72","1","0","7","75.3","10.8","93.9%"
"86","KJ Hamler (DEN)","30","56","381","12.7","49","0","3","9","40","0","0","13","75.1","5.8","2.1%"
"87","Larry Fitzgerald (FA)","54","72","409","7.6","18","0","1","0","0","0","0","13","73.9","5.7","0.4%"
"88","Jalen Reagor (PHI)","31","54","396","12.8","55","0","1","4","26","0","0","11","71.7","6.5","56.5%"
"89","Henry Ruggs III (LV)","26","43","452","17.4","72","0","2","9","49","0","2","13","71.1","5.5","66.0%"
"90","Keke Coutee (HOU)","33","40","400","12.1","64","0","3","0","0","0","3","8","70.5","8.8","0.6%"
"91","Cam Sims (WAS)","32","48","477","14.9","50","0","1","1","5","0","0","16","70.2","4.4","0.2%"
"92","Sammy Watkins (BAL)","37","55","421","11.4","37","0","2","1","3","0","1","10","69.9","7.0","3.8%"
"93","Tyron Johnson (LAC)","20","26","398","19.9","55","0","3","3","17","0","0","12","69.5","5.8","0.3%"
"94","Jakeem Grant Sr. (MIA)","36","54","373","10.4","30","0","1","3","20","0","0","14","69.3","5.0","0.2%"
"95","Golden Tate (FA)","35","52","388","11.1","39","0","2","0","0","0","0","12","69.0","5.8","0.3%"
"96","Preston Williams (MIA)","18","35","288","16.0","47","0","4","0","0","0","0","8","65.8","8.2","1.0%"
"97","Deebo Samuel (SF)","33","44","391","11.8","35","0","1","8","26","0","0","7","64.2","9.2","86.1%"
"98","Michael Thomas (NO)","40","55","438","11.0","24","0","0","1","1","0","0","7","63.9","9.1","97.0%"
"99","Miles Boykin (BAL)","19","33","266","14.0","43","0","4","0","0","0","0","16","60.1","3.8","0.3%"
"100","Cordarrelle Patterson (ATL)","21","25","132","6.3","25","0","0","64","232","1","0","16","58.9","3.7","2.0%"
"101","N'Keal Harry (NE)","33","57","309","9.4","30","0","2","2","0","0","1","14","57.4","4.1","1.0%"
"102","Quintez Cephus (DET)","20","35","349","17.5","49","0","2","0","0","0","0","13","56.9","4.4","1.4%"
"103","Kenny Golladay (NYG)","20","32","338","16.9","48","0","2","0","0","0","0","5","55.8","11.2","94.5%"
"104","Richie James Jr. (SF)","23","35","394","17.1","47","0","1","0","0","0","2","11","52.9","4.8","0.3%"
"105","Donovan Peoples-Jones (CLE)","14","20","304","21.7","75","0","2","0","0","0","0","12","51.4","4.3","0.6%"
"106","Marvin Hall (NE)","18","32","302","16.8","73","0","2","1","1","0","0","12","51.3","4.3","0.0%"
"107","DaeSean Hamilton (DEN)","23","44","293","12.7","40","0","2","0","0","0","1","16","50.8","3.2","0.1%"
"108","Collin Johnson (JAC)","18","31","272","15.1","46","0","2","0","0","0","0","14","50.2","3.6","0.3%"
"109","Denzel Mims (NYJ)","23","44","357","15.5","30","0","0","0","0","0","0","9","49.2","5.5","3.5%"
"110","Adam Humphries (WAS)","23","35","228","9.9","23","0","2","1","0","0","0","7","46.3","6.6","1.1%"
"111","Julian Edelman (FA)","21","39","315","15.0","49","0","0","2","22","0","0","6","45.7","7.6","2.2%"
"112","Andy Isabella (ARI)","21","35","224","10.7","54","0","2","1","-6","0","0","13","44.3","3.4","0.3%"
"113","Steven Sims Jr. (WAS)","27","37","265","9.8","30","0","1","1","18","0","2","12","43.8","3.7","0.2%"
"114","Olamide Zaccheaus (ATL)","20","32","274","13.7","51","0","1","1","0","0","0","11","43.4","3.9","0.8%"
"115","Devin Duvernay (BAL)","20","26","201","10.1","39","0","0","4","70","0","0","16","43.1","2.7","0.7%"
"116","Cedrick Wilson (DAL)","17","28","189","11.1","42","0","2","3","-12","0","0","16","43.1","2.7","0.1%"
"117","Isaiah Ford (MIA)","28","44","276","9.9","18","0","0","0","0","0","0","10","41.6","4.2","0.0%"
"118","Chad Beebe (MIN)","20","30","201","10.1","40","0","2","0","0","0","1","14","40.1","2.9","0.2%"
"119","Chad Hansen (DET)","17","24","236","13.9","38","0","1","0","0","0","0","5","38.1","7.6","0.0%"
"120","DeSean Jackson (LAR)","14","26","236","16.9","81","0","1","1","12","0","0","5","37.8","7.6","2.2%"
"121","Deonte Harris (NO)","20","25","186","9.3","40","0","1","6","51","0","1","9","37.7","4.2","1.3%"
"122","Van Jefferson (LAR)","19","31","220","11.6","31","0","1","1","-1","0","0","16","37.4","2.3","2.3%"
"123","Dontrelle Inman (FA)","18","28","163","9.1","17","0","2","0","0","0","0","10","37.3","3.7","0.0%"
"124","Mohamed Sanu (SF)","17","24","187","11.0","21","0","1","1","3","0","0","10","35.5","3.6","0.1%"
"125","Tyler Johnson (TB)","12","17","169","14.1","35","0","2","0","0","0","0","14","34.9","2.5","0.6%"
"126","Byron Pringle (KC)","13","17","160","12.3","37","0","1","0","0","0","0","12","34.5","2.9","1.2%"
"127","Freddie Swain (SEA)","13","21","159","12.2","23","0","2","0","0","0","0","16","34.4","2.2","0.2%"
"128","Isaiah Wright (WAS)","27","35","197","7.3","22","0","0","3","16","0","1","14","32.8","2.3","0.0%"
"129","Marcus Johnson (TEN)","14","28","255","18.2","55","0","0","0","0","0","0","11","32.5","3.0","0.0%"
"130","Marquez Callaway (NO)","21","27","213","10.1","27","0","0","0","0","0","0","11","31.8","2.9","0.9%"
"131","Bryan Edwards (LV)","11","15","193","17.5","34","0","1","0","0","0","0","12","30.8","2.6","1.4%"
"132","Mack Hollins (MIA)","16","25","176","11.0","34","0","1","0","0","0","1","16","29.6","1.9","0.0%"
"133","Zay Jones (LV)","14","20","154","11.0","37","0","1","0","0","0","0","16","29.6","1.9","0.1%"
"134","Bisi Johnson (MIN)","14","19","189","13.5","29","0","0","0","0","0","0","16","27.9","1.7","0.1%"
"135","Kenny Stills (BUF)","11","19","144","13.1","24","0","1","0","0","0","0","10","25.9","2.6","0.1%"
"136","Jeff Smith (NYJ)","17","37","167","9.8","21","0","0","0","0","0","0","12","25.2","2.1","0.0%"
"137","KeeSean Johnson (ARI)","15","23","173","11.5","45","0","0","0","0","0","0","8","24.8","3.1","0.1%"
"138","Cameron Batson (TEN)","12","13","100","8.3","18","0","1","4","20","0","0","12","24.0","2.0","0.2%"
"139","Mike Thomas (CIN)","13","21","132","10.2","29","0","1","1","1","0","1","14","23.8","1.7","0.1%"
"140","John Hightower (PHI)","10","29","167","16.7","59","0","0","1","1","0","0","13","23.8","1.8","0.1%"
"141","Brandon Powell (BUF)","12","18","69","5.8","13","0","2","2","7","0","1","15","23.6","1.6","0.0%"
"142","KhaDarel Hodge (CLE)","11","17","180","16.4","42","0","0","0","0","0","0","9","23.5","2.6","0.1%"
"143","Gunner Olszewski (NE)","5","5","62","12.4","38","0","1","5","23","0","0","13","23.0","1.8","0.1%"
"144","Kalif Raymond (DET)","9","15","187","20.8","61","0","0","1","-3","0","0","15","22.9","1.5","0.1%"
"145","Noah Brown (DAL)","14","24","154","11.0","20","0","0","1","4","0","0","16","22.8","1.4","0.1%"
"146","Ray-Ray McCloud (PIT)","20","22","77","3.9","13","0","0","4","65","0","1","16","22.2","1.4","0.2%"
"147","Auden Tate (CIN)","14","22","150","10.7","19","0","0","0","0","0","0","9","22.0","2.4","0.3%"
"148","Equanimeous St. Brown (GB)","7","13","117","16.7","24","0","1","1","7","0","0","12","21.9","1.8","0.2%"
"149","Christian Blake (ATL)","13","18","141","10.8","25","0","0","0","0","0","0","16","20.6","1.3","0.1%"
"150","Alshon Jeffery (FA)","6","13","115","19.2","39","0","1","0","0","0","0","7","20.5","2.9","0.2%"
"151","Malcolm Perry (MIA)","9","13","92","10.2","25","0","1","3","5","0","0","9","20.2","2.2","0.0%"
"152","Quez Watkins (PHI)","7","13","106","15.1","43","0","1","0","0","0","0","6","20.1","3.4","0.1%"
"153","Laquon Treadwell (JAC)","6","7","49","8.2","14","0","2","0","0","0","0","5","19.9","4.0","0.0%"
"154","Dez Bryant (FA)","6","11","47","7.8","16","0","2","0","0","0","0","6","19.7","3.3","0.1%"
"155","Chris Hogan (NO)","14","26","118","8.4","27","0","0","0","0","0","0","5","18.8","3.8","0.1%"
"156","DeMichael Harris (IND)","10","10","79","7.9","21","0","0","6","46","0","0","7","17.5","2.5","0.0%"
"157","Alex Erickson (HOU)","12","17","139","11.6","42","0","0","5","7","0","2","16","16.6","1.0","0.0%"
"158","Malik Taylor (GB)","5","6","66","13.2","26","0","1","1","9","0","0","15","16.0","1.1","0.0%"
"159","C.J. Board (NYG)","11","16","101","9.2","16","0","0","1","3","0","0","14","15.9","1.1","0.0%"
"160","Jamal Agnew (JAC)","13","20","89","6.8","20","0","0","6","33","0","1","14","14.4","1.0","0.1%"
"161","Javon Wims (CHI)","6","12","48","8.0","13","0","1","1","2","0","0","13","14.0","1.1","0.1%"
"162","Trent Taylor (CIN)","10","21","86","8.6","29","0","0","0","0","0","0","12","13.6","1.1","0.1%"
"163","Dante Pettis (NYG)","4","6","76","19.0","33","0","1","0","0","0","1","7","13.6","1.9","0.1%"
"164","Justin Watson (TB)","7","11","94","13.4","36","0","0","0","0","0","0","11","12.9","1.2","0.1%"
"165","Austin Mack (NYG)","7","11","91","13.0","50","0","0","0","0","0","0","11","12.6","1.1","0.0%"
"166","J.J. Arcega-Whiteside (PHI)","4","8","85","21.3","37","0","0","0","0","0","0","8","12.5","1.6","0.2%"
"167","Lil'Jordan Humphrey (NO)","3","5","46","15.3","17","0","1","0","0","0","0","3","12.1","4.0","0.1%"
"168","Diontae Spencer (DEN)","3","6","26","8.7","10","0","0","3","19","0","0","11","12.0","1.1","0.1%"
"169","Parris Campbell (IND)","6","9","71","11.8","21","0","0","2","16","0","0","2","11.7","5.9","23.2%"
"170","Austin Carr (FA)","3","4","27","9.0","11","0","1","0","0","0","0","6","10.2","1.7","0.0%"
"171","Pharoh Cooper (JAC)","5","8","73","14.6","32","0","0","0","0","0","0","16","9.8","0.6","0.0%"
"172","Tyrie Cleveland (DEN)","6","9","63","10.5","17","0","0","0","0","0","0","10","9.3","0.9","0.0%"
"173","Jaydon Mickens (TB)","7","10","58","8.3","11","0","0","0","0","0","0","10","9.3","0.9","0.0%"
"174","Joe Reed (LAC)","0","1","0","0","0","0","0","5","29","1","0","11","8.9","0.8","0.1%"
"175","K.J. Hill Jr. (LAC)","7","11","73","10.4","25","0","0","0","0","0","1","15","8.8","0.6","0.1%"
"176","Jake Kumerow (BUF)","1","1","22","22.0","22","0","1","0","0","0","0","6","8.7","1.5","0.0%"
"177","Steven Mitchell Jr. (FA)","5","8","60","12.0","20","0","0","0","0","0","0","6","8.5","1.4","0.0%"
"178","Ja'Marcus Bradley (CLE)","5","11","60","12.0","22","0","0","0","0","0","0","3","8.5","2.8","0.0%"
"179","Damion Ratley (DET)","4","10","63","15.8","29","0","0","0","0","0","0","5","8.3","1.7","0.0%"
"180","Courtland Sutton (DEN)","3","6","66","22.0","45","0","0","0","0","0","0","1","8.1","8.1","90.0%"
"181","Ashton Dulin (IND)","3","6","53","17.7","34","0","0","2","11","0","0","13","7.9","0.6","0.0%"
"182","Trent Sherfield (SF)","5","7","50","10.0","26","0","0","0","0","0","0","15","7.5","0.5","0.0%"
"183","River Cracraft (SF)","6","9","41","6.8","12","0","0","0","0","0","0","9","7.1","0.8","0.0%"
"184","Nick Westbrook-Ikhine (TEN)","3","8","33","11.0","19","0","0","0","0","0","0","14","6.8","0.5","0.1%"
"185","Isaiah Zuber (NE)","2","2","29","14.5","16","0","0","2","21","0","0","4","6.0","1.5","0.0%"
"186","Riley Ridley (CHI)","4","4","39","9.8","18","0","0","0","0","0","0","5","5.9","1.2","0.1%"
"187","Juwan Johnson (NO)","4","10","39","9.8","19","0","0","0","0","0","0","7","5.9","0.8","0.1%"
"188","Ted Ginn Jr. (FA)","3","6","40","13.3","29","0","0","0","0","0","0","5","5.5","1.1","0.0%"
"189","Brandon Zylstra (CAR)","3","4","35","11.7","28","0","0","1","1","0","0","16","5.1","0.3","0.0%"
"190","Seth Roberts (FA)","4","6","31","7.8","12","0","0","0","0","0","0","7","5.1","0.7","0.0%"
"191","Darrius Shepherd (KC)","5","8","46","9.2","19","0","0","0","0","0","1","8","5.1","0.6","0.0%"
"192","Terry Godwin (JAC)","3","6","32","10.7","21","0","0","1","3","0","0","3","5.0","1.7","0.0%"
"193","Josh Malone (NYJ)","4","6","16","4.0","13","0","0","1","12","0","0","4","4.8","1.2","0.0%"
"194","Robert Foster (MIA)","2","6","37","18.5","28","0","0","0","0","0","0","4","4.7","1.2","0.0%"
"195","Lawrence Cager (NYJ)","2","6","35","17.5","19","0","0","0","0","0","0","2","4.5","2.3","0.0%"
"196","Deontay Burnett (FA)","3","4","19","6.3","10","0","0","0","0","0","0","2","3.4","1.7","0.0%"
"197","Daurice Fountain (KC)","2","3","23","11.5","12","0","0","0","0","0","0","5","3.3","0.7","0.0%"
"198","Antonio Gandy-Golden (WAS)","1","7","3","3.0","3","0","0","1","22","0","0","6","3.0","0.5","0.3%"
"199","Antonio Callaway (KC)","2","4","20","10.0","13","0","0","0","0","0","0","5","3.0","0.6","0.1%"
"200","Penny Hart (SEA)","1","1","3","3.0","3","0","0","1","19","0","0","13","2.7","0.2","0.1%"
"201","John Ross (NYG)","2","7","17","8.5","15","0","0","0","0","0","0","3","2.7","0.9","0.4%"
"202","Tavon Austin (FA)","5","5","20","4.0","7","0","0","0","0","0","1","4","2.5","0.6","0.0%"
"203","Tommylee Lewis (NO)","1","3","5","5.0","5","0","0","2","14","0","0","5","2.4","0.5","0.0%"
"204","Donte Moncrief (HOU)","1","2","15","15.0","15","0","0","1","4","0","0","6","2.4","0.4","0.0%"
"205","Jaleel Scott (FA)","1","1","16","16.0","16","0","0","0","0","0","0","1","2.1","2.1","0.0%"
"206","Bennie Fowler III (SF)","2","6","11","5.5","7","0","0","0","0","0","0","5","2.1","0.4","0.0%"
"207","James Proche (BAL)","1","3","14","14.0","14","0","0","0","0","0","0","14","1.9","0.1","0.1%"
"208","Keith Kirkwood (CAR)","1","2","13","13.0","13","0","0","0","0","0","0","1","1.8","1.8","0.0%"
"209","Vyncint Smith (NYJ)","1","3","13","13.0","13","0","0","0","0","0","0","7","1.8","0.3","0.0%"
"210","Cody Hollister (TEN)","1","1","12","12.0","12","0","0","0","0","0","0","2","1.7","0.9","0.0%"
"211","Marcus Kemp (KC)","1","1","11","11.0","11","0","0","0","0","0","0","10","1.6","0.2","0.0%"
"212","Gehrig Dieter (KC)","1","2","10","10.0","10","0","0","0","0","0","0","4","1.5","0.4","0.0%"
"213","Andre Roberts (HOU)","4","5","34","8.5","16","0","0","1","-3","0","2","15","1.1","0.1","0.0%"
"214","Trenton Irwin (CIN)","1","2","5","5.0","5","0","0","0","0","0","0","1","1.0","1.0","0.0%"
"215","JoJo Natson (CLE)","0","0","0","0","0","0","0","1","3","0","0","3","0.3","0.1","0.0%"
"216","Rashod Bateman (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19.4%"
"217","Jaylen Waddle (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","79.1%"
"218","Ja'Marr Chase (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","92.1%"
"219","Kirk Merritt (MIA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"220","Trinity Benson (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"221","Isaiah Coulter (HOU)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"222","Kabion Ento (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"223","Joe Fortson (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"224","Aaron Fuller (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"225","Quinton Bell (TB)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"226","Travis Jonsen (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"227","Derrick Dillon (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"228","Rysen John (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"229","Manasseh Bailey (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"230","Kristian Wilkerson (NE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"231","Tyler Simmons (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"232","Jaylon Moore (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"233","Scotty Washington (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"234","Rondale Moore (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.3%"
"235","John Ursua (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"236","Stephen Carlson (CLE)","1","2","11","11.0","11","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"237","Michael Walker (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"238","Tylan Wallace (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"239","Amon-Ra St. Brown (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.6%"
"240","Jauan Jennings (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"241","Lynn Bowden Jr. (MIA)","28","37","211","7.5","22","0","0","9","32","0","0","10","0.0","0.0","0.7%"
"242","Quartney Davis (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"243","Tarik Black (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"244","Tom Kennedy (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"245","Tyler Vaughns (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"246","Reggie Begelton (GB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"247","Easop Winston Jr. (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"248","Kalija Lipscomb (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
