"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","OWN"
"249","DeVonta Smith (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","85.3%"
"250","Isaiah Hodgins (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"251","Damion Willis (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"252","Ventell Bryant (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"253","Trishton Jackson (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"254","Cody White (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"255","Dezmon Patmon (IND)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"256","K.J. Osborn (MIN)","0","0","0","0","0","0","0","0","0","0","0","9","0.0","0.0","0.1%"
"257","Aaron Parker (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"258","Chris Finke (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"259","Mason Kinsey (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"260","Malik Henry (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"261","Alex Bachman (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"262","Jason Moore (LAC)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"263","D.J. Montgomery (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"264","Omar Bayless (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"265","Thomas Ives (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"266","Stephen Sullivan (CAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"267","Binjimen Victor (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"268","Juwann Winfree (GB)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"269","Hakeem Butler (PHI)","0","1","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.1%"
"270","Ishmael Hyman (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"271","J'Mon Moore (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"272","Jester Weah (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"273","Trey Quinn (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"274","Deon Cain (BAL)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"275","Marcell Ateman (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"276","Austin Proehl (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"277","Dylan Cantrell (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"278","Darvin Kidsy (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"279","Derrick Willies (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"280","Chris Lacy (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"281","Jeff Badet (ATL)","0","1","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"282","De'Quan Hampton (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"283","Deante Burton (DAL)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"284","Reggie Davis (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"285","Isaac Whitney (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"286","Fred Brown (TEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"287","Lance Lenoir Jr. (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"288","Cyril Grayson Jr. (TB)","0","3","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"289","Victor Bolden Jr. (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"290","Alexander Hollins (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"291","A.J. Richardson (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"292","Jalen Hurd (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4%"
"293","Anthony Johnson (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"294","Josh Pearson (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"295","Kelvin Harmon (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"296","Shaq Roland (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"297","Keelan Doss (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"298","Stanley Morgan Jr. (CIN)","0","0","0","0","0","0","0","0","0","0","0","6","0.0","0.0","0.0%"
"299","Antoine Wesley (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"300","Greg Dortch (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"301","David Sills V (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"302","Gary Jennings Jr. (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"303","Cody Thompson (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"304","Jon'Vea Johnson (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"305","Davion Davis (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"306","DeAndre Thompkins (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"307","Johnnie Dixon (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"308","Jordan Veasy (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"309","De'Mornay Pierson-El (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"310","Devin Ross (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"311","Rico Gafford (ARI)","0","2","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"312","Devin Gray (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"313","Malik Turner (DAL)","0","0","0","0","0","0","0","0","0","0","0","6","0.0","0.0","0.0%"
"314","Caleb Scott (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"315","John Hurst (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"316","J.J. Koski (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"317","Juwan Green (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"318","Dax Milne (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"319","Austin Watkins Jr. (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"320","Jaelon Darden (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"321","D'Wayne Eskridge (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.2%"
"322","Chris Blair (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"323","Cade Johnson (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"324","Cornell Powell (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"325","Frank Darby (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"326","Warren Jackson (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"327","Josh Palmer (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.8%"
"328","Ben Skowronek (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"329","Damon Hazelton (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"330","Antonio Nunn (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"331","Jacob Harris (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"332","Terrace Marshall Jr. (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.4%"
"333","Darece Roberson Jr. (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"334","Mathew Sexton (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"335","Micah Simon (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"336","Simi Fehoko (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"337","Kai Locksley (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"338","Racey McMath (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"339","Austin Trammell (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"340","Jalen Camp (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"341","T.J. Simmons (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"342","Travis Toivonen (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"343","C.J. Saunders (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"344","Khalil McClain (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"345","Donte Sylencieux (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"346","Branden Mack (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"347","DeVontres Dukes (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"348","Tim Jones (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"349","Dillon Stoner (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"350","DJ Turner (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"351","Riley Lees (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"352","Connor Wedington (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"353","Tre Nixon (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"354","Jhamon Ausbon (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"355","Mike Strachan (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"356","Landen Akers (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"357","Blake Proehl (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"358","Myron Mitchell (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"359","Jeremiah Haydel (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"360","Brandon Smith (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"361","Rico Bussey (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"362","Bailey Gaither (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"363","Isaiah McKoy (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"364","Javon McKinley (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"365","Osirus Mitchell (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"366","Kawaan Baker (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"367","Jalen McCleskey (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"368","Dez Fitzpatrick (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"369","Whop Philyor (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"370","Demetric Felton (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"371","Dan Chisena (MIN)","0","0","0","0","0","0","0","0","0","0","0","14","0.0","0.0","0.0%"
"372","Andre Baccellia (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"373","Maurice Ffrench (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"374","Jeff Cotton (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"375","Dalton Schoen (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"376","Andre Patton (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"377","Elijah Moore (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22.1%"
"378","Siaosi Mariner (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"379","Josh Hammond (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"380","Matt Cole (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"381","JoJo Ward (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"382","Chris Rowland (ATL)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"383","Dyami Brown (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5%"
"384","Amari Rodgers (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.3%"
"385","Brennan Eagles (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"386","Marquez Stevenson (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"387","Ihmir Smith-Marsette (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"388","Nico Collins (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.5%"
"389","Josh Imatorbhebhe (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"390","Shi Smith (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"391","Tutu Atwell (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9%"
"392","Anthony Schwartz (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"393","Dazz Newsome (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"394","Sage Surratt (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"395","Kadarius Toney (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14.7%"
"396","Seth Williams (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"397","T.J. Vasher (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"398","Travis Benjamin (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"399","Patrick Edwards (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"400","Michael Calvin (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"401","Eron Riley (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"402","Andy Fantuz (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"403","Taj Smith (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"404","Scotty McKnight (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"405","Demario Ballard (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"406","Jaron Brown (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"407","Jordan Matthews (SF)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"408","Kelvin Benjamin (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"409","Marquise Goodwin (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"410","Josh Gordon (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.6%"
"411","Lance Long (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"412","Kenny McKinley (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"413","John Standeford (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"414","Juaquin Iglesias (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"415","Brandon London (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"416","Bobby Wade (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"417","Chris Henry (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"418","Joe Webb III (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"419","Tyler Grisham (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"420","Todd Watkins (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"421","Jeremy Williams (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"422","Onrea Jones (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"423","Patrick Williams (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"424","Dominique Edison (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"425","Nate Hughes (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"426","Mike Furrey (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"427","Maurice Purify (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"428","Matthew Slater (NE)","0","0","0","0","0","0","0","0","0","0","0","15","0.0","0.0","0.0%"
"429","Marko Mitchell (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"430","Sam Giguere (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"431","Rod Harper (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"432","Chris Moore (HOU)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"433","Tajae Sharpe (ATL)","0","3","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"434","Geronimo Allison (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"435","Johnny Holton (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"436","Corey Coleman (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"437","Bug Howard (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"438","Krishawn Hogan (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"439","Robert Davis (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"440","Rodney Adams (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"441","Shelton Gibson (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"442","Amara Darboh (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"443","Taywan Taylor (HOU)","0","1","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"444","Justin Hardee (NYJ)","0","0","0","0","0","0","0","0","0","0","0","10","0.0","0.0","0.2%"
"445","Taquan Mizzell (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"446","Ryan Switzer (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"447","Chad Williams (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"448","Tanner Gentry (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"449","Andy Jones (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"450","Reece Horn (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"451","Chester Rogers (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"452","Duke Williams (BUF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"453","Jake Lampman (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"454","Marken Michel (CAR)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"455","Allen Hurns (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"456","Tyrell Williams (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.7%"
"457","Albert Wilson (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"458","Phillip Dorsett II (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"459","Devin Smith (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"460","J.J. Nelson (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"461","Justin Hardy (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"462","Devin Funchess (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"463","Kevin White (SF)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"464","DeAndre Carter (WAS)","1","2","8","8.0","8","0","0","0","0","0","1","13","-0.7","-0.1","0.0%"
"465","Kendall Hinton (DEN)","0","0","0","0","0","0","0","2","7","0","0","1","-0.8","-0.8","0.0%"
"466","Dede Westbrook (MIN)","1","1","4","4.0","4","0","0","0","0","0","1","2","-1.1","-0.6","0.3%"
"467","Nsimba Webster (SF)","0","0","0","0","0","0","0","0","0","0","1","16","-2.0","-0.1","0.0%"
"468","Dwayne Harris (FA)","0","0","0","0","0","0","0","0","0","0","1","3","-2.0","-0.7","0.0%"
""
""
